id,Date,Content,author_id,username,author_name,retweet_count,like_count,reply_count,quote_count,impression_count,hashtags,mentions,urls,search_query,Clean_Content,Extracted_Hashtags,Word_Count,Char_Count,Sentence_Count
1000000820209676615,2026-06-14 12:25:17.479122,Using pandas and numpy for data analysis is so intuitive. Python has won the data science war.,2000123082,cloud_walker,Robin M.,5,51,7,0,612,[],['ai_pioneer'],[],combined_queries,using panda numpy data analysis intuitive python data science war,[],17,94,3
1000000366140622559,2026-06-14 12:55:44.722195,Is anyone else worried about the rapid progress of OpenAI? GPT-5 is going to change everything. #ArtificialIntelligence,2000912654,ai_pioneer,Morgan L.,14,38,3,1,760,['artificialintelligence'],[],[],combined_queries,anyone else worried rapid progress openai gpt going change everything artificialintelligence,['artificialintelligence'],17,119,2
1000000905831180311,2026-06-14 13:12:05.489302,AI is not a bubble; it is the infrastructure for the next century of software. #MachineLearning #OpenAI (Reviewing this in June 2026),2000129856,cloud_walker,Robin M.,15,104,16,1,624,"['machinelearning', 'openai']",[],[],combined_queries,bubble infrastructure next century software machinelearning openai reviewing june,"['machinelearning', 'openai']",22,133,2
1000000607422182592,2026-06-14 13:15:33.076784,Highly recommend the new machine learning specialization course. Extremely clear explanations of backprop!,2000292246,neural_net,Pat M.,2,6,0,0,48,[],[],[],combined_queries,highly recommend new machine learning specialization course extremely clear explanation backprop,[],13,106,2
1000000670571989835,2026-06-14 13:36:34.764254,Gradient descent is still the magic engine behind all these amazing breakthroughs in ML. #Mathematics (Reviewing this in June 2026),2000721993,cloud_walker,Robin L.,58,200,35,3,2800,['mathematics'],[],['https://example.com/tech-news'],combined_queries,gradient descent still magic engine behind amazing breakthrough mathematics reviewing june,['mathematics'],20,131,2
1000000496693904841,2026-06-14 13:43:31.918383,We need clear regulations for generative AI. The misinformation potential is scary. #AI #Ethics,2000969342,cyber_explorer,Sam S.,3,9,0,0,45,"['ai', 'ethics']",[],[],combined_queries,need clear regulation generative misinformation potential scary ethic,"['ai', 'ethics']",14,95,3
1000000666416027801,2026-06-14 14:24:30.584396,Fascinated by transformers and self-attention mechanisms. The math behind deep learning is beautiful. #MachineLearning,2000550310,ai_pioneer,Morgan L.,4,15,1,0,300,['machinelearning'],['ai_pioneer'],[],combined_queries,fascinated transformer selfattention mechanism math behind deep learning beautiful machinelearning,['machinelearning'],14,118,3
1000000853488137306,2026-06-14 16:59:33.145743,Loving Plotly for interactive dashboard visualizations. It makes data storytelling so much better. #DataAnalytics,2000833382,ai_pioneer,Morgan J.,21,79,13,1,948,['dataanalytics'],['cyber_explorer'],[],combined_queries,loving plotly interactive dashboard visualization make data storytelling much better dataanalytics,['dataanalytics'],14,113,3
1000000282633501886,2026-06-14 17:21:57.681402,Struggling with OpenAI API rate limits today. Everyone must be building something cool! (Reviewing this in June 2026),2000283848,neural_net,Pat K.,36,157,20,4,2355,[],[],[],combined_queries,struggling openai api rate limit today everyone must building something cool reviewing june,[],18,117,2
1000000850032840889,2026-06-14 18:23:00.260266,Using AI to refactor code is a game changer. Saved me 3 hours of debugging today. #programming #ChatGPT (Reviewing this in June 2026),2000671425,code_ninja,Jordan J.,61,253,15,10,1771,"['programming', 'chatgpt']",[],[],combined_queries,using refactor code game changer saved hour debugging today programming chatgpt reviewing june,"['programming', 'chatgpt']",23,133,3
