id,Date,Content,author_id,username,author_name,retweet_count,like_count,reply_count,quote_count,impression_count,hashtags,mentions,urls,search_query,Clean_Content,Extracted_Hashtags,Word_Count,Char_Count,Sentence_Count
1000000225658862723,2026-06-15 12:06:06.145623,Data analyst vs Data scientist - the industry still struggles to define the difference clearly. #Career (Reviewing this in June 2026),2000759251,algo_rider,Riley K.,16,44,7,2,396,['career'],['data_wizard'],[],combined_queries,data analyst data scientist industry still struggle define difference clearly career reviewing june,['career'],21,133,2
1000000446717020171,2026-06-15 12:26:37.514727,Building a new SaaS using OpenAI APIs. The developer tools and documentation are top notch. (Reviewing this in June 2026),2000886071,ai_pioneer,Morgan K.,29,107,15,5,1605,[],[],['https://example.com/tech-news'],combined_queries,building new saas using openai apis developer tool documentation top notch reviewing june,[],20,121,3
1000000884809350915,2026-06-15 12:36:06.510894,Loving Plotly for interactive dashboard visualizations. It makes data storytelling so much better. #DataAnalytics (Reviewing this in June 2026),2000139574,algo_rider,Riley S.,3,11,1,0,209,['dataanalytics'],[],['https://example.com/tech-news'],combined_queries,loving plotly interactive dashboard visualization make data storytelling much better dataanalytics reviewing june,['dataanalytics'],19,143,3
1000000685822772295,2026-06-15 13:33:44.038767,Using pandas and numpy for data analysis is so intuitive. Python has won the data science war.,2000141086,tech_guru,Alex S.,27,188,9,3,2632,[],[],[],combined_queries,using panda numpy data analysis intuitive python data science war,[],17,94,3
1000000849078809791,2026-06-15 13:55:57.488795,"Can AI truly replace creative writers? Some ChatGPT outputs feel quite generic, but others are brilliant. #AI #Creativity (Reviewing this in June 2026)",2000449973,cloud_walker,Robin L.,2,10,0,0,190,"['ai', 'creativity']",['cyber_explorer'],['https://example.com/tech-news'],combined_queries,truly replace creative writer chatgpt output feel quite generic others brilliant creativity reviewing june,"['ai', 'creativity']",23,151,2
1000000434873051134,2026-06-15 13:58:55.791739,Is anyone else worried about the rapid progress of OpenAI? GPT-5 is going to change everything. #ArtificialIntelligence,2000815647,cloud_walker,Robin J.,10,26,3,1,520,['artificialintelligence'],[],[],combined_queries,anyone else worried rapid progress openai gpt going change everything artificialintelligence,['artificialintelligence'],17,119,2
1000000126383810743,2026-06-15 14:15:39.984596,Remember: correlation does not imply causation! Always be careful when analyzing trends. #DataScience,2000223247,tech_guru,Alex M.,1,6,0,0,114,['datascience'],[],[],combined_queries,remember correlation imply causation always careful analyzing trend datascience,['datascience'],13,101,2
1000000231611972893,2026-06-15 14:28:29.039327,"Seaborn makes beautiful static plots, but dynamic dashboards need Plotly or Streamlit. #Python #DataViz",2000376851,neural_net,Pat S.,0,6,0,0,60,"['python', 'dataviz']",[],[],combined_queries,seaborn make beautiful static plot dynamic dashboard need plotly streamlit python dataviz,"['python', 'dataviz']",14,103,2
1000000777741975524,2026-06-15 15:04:33.514183,Loving Plotly for interactive dashboard visualizations. It makes data storytelling so much better. #DataAnalytics,2000377311,code_ninja,Jordan L.,0,1,0,0,11,['dataanalytics'],['byte_sized'],[],combined_queries,loving plotly interactive dashboard visualization make data storytelling much better dataanalytics,['dataanalytics'],14,113,3
1000000983845718592,2026-06-15 15:30:32.961407,Training a convolutional neural network (CNN) on my laptop and the fans are ready for takeoff 🚀 #DeepLearning,2000624994,cloud_walker,Robin S.,2,7,0,0,49,['deeplearning'],[],[],combined_queries,training convolutional neural network cnn laptop fan ready takeoff deeplearning,['deeplearning'],18,109,1
1000000997947651770,2026-06-15 15:58:36.207868,Struggling with OpenAI API rate limits today. Everyone must be building something cool!,2000908499,cyber_explorer,Sam J.,2,12,2,0,132,[],['neural_net'],['https://example.com/tech-news'],combined_queries,struggling openai api rate limit today everyone must building something cool,[],13,87,2
1000000356952680556,2026-06-15 16:08:30.580460,Deploying deep learning models to edge devices is extremely challenging but super rewarding. #IoT #Tech,2000994685,stack_dev,Jamie S.,10,84,7,1,1092,"['iot', 'tech']",[],[],combined_queries,deploying deep learning model edge device extremely challenging super rewarding iot tech,"['iot', 'tech']",15,103,2
1000000567772494190,2026-06-15 16:29:40.675440,"Bias in machine learning datasets is a major issue. Garbarge in, garbage out. #EthicsInAI #DataScience",2000578411,neural_net,Pat K.,19,84,15,1,1344,"['ethicsinai', 'datascience']",[],[],combined_queries,bias machine learning datasets major issue garbarge garbage ethicsinai datascience,"['ethicsinai', 'datascience']",15,102,3
