id,created_at,text,author_id,username,author_name,retweet_count,like_count,reply_count,quote_count,impression_count,hashtags,mentions,urls,search_query
1000000225943633020,2026-06-15 12:40:33.864969,AI is not a bubble; it is the infrastructure for the next century of software. #MachineLearning #OpenAI,2000811769,code_ninja,Jordan L.,2,20,3,0,360,"['machinelearning', 'openai']",[],[],combined_queries
1000000265725283173,2026-06-15 12:49:04.421075,Just had a mind-blowing session with ChatGPT! The reasoning capabilities are getting insanely good. #AI #Tech,2000462284,neural_net,Pat J.,6,36,3,0,396,"['ai', 'tech']",[],['https://example.com/tech-news'],combined_queries
1000000641374999331,2026-06-15 13:28:23.412632,Data analyst vs Data scientist - the industry still struggles to define the difference clearly. #Career,2000174041,ai_pioneer,Morgan M.,0,4,0,0,24,['career'],[],[],combined_queries
1000000552652753930,2026-06-15 14:20:00.537511,A clean dataset is worth more than a fancy model. Spend time on data cleaning! #DataScience #DataAnalytics,2000801561,tech_guru,Alex K.,5,17,1,0,153,"['datascience', 'dataanalytics']",[],[],combined_queries
1000000564817075887,2026-06-15 14:28:07.258468,What is the best way to get started with machine learning in 2026? PyTorch or TensorFlow? #ML #DataScience,2000351801,algo_rider,Riley J.,22,70,13,3,1260,"['ml', 'datascience']",[],[],combined_queries
1000000332703613124,2026-06-15 14:33:42.865762,"Bias in machine learning datasets is a major issue. Garbarge in, garbage out. #EthicsInAI #DataScience",2000461227,algo_rider,Riley L.,3,13,1,0,234,"['ethicsinai', 'datascience']",[],['https://example.com/tech-news'],combined_queries
1000000601032348239,2026-06-15 14:39:43.556407,"Seaborn makes beautiful static plots, but dynamic dashboards need Plotly or Streamlit. #Python #DataViz (Reviewing this in June 2026)",2000120122,tech_guru,Alex L.,1,9,0,0,126,"['python', 'dataviz']",[],[],combined_queries
1000000144570070658,2026-06-15 15:19:14.508361,Training a convolutional neural network (CNN) on my laptop and the fans are ready for takeoff 🚀 #DeepLearning,2000386277,cyber_explorer,Sam J.,17,45,4,2,315,['deeplearning'],[],[],combined_queries
1000000550540673969,2026-06-15 15:34:37.205241,Building a new SaaS using OpenAI APIs. The developer tools and documentation are top notch.,2000290714,cloud_walker,Robin S.,0,1,0,0,15,[],['code_ninja'],[],combined_queries
1000000556727489531,2026-06-15 16:29:33.460251,What is the best way to get started with machine learning in 2026? PyTorch or TensorFlow? #ML #DataScience,2000577356,code_ninja,Jordan M.,8,58,9,1,638,"['ml', 'datascience']",['cloud_walker'],['https://example.com/tech-news'],combined_queries
1000000193819325921,2026-06-15 16:30:25.523816,Just had a mind-blowing session with ChatGPT! The reasoning capabilities are getting insanely good. #AI #Tech (Reviewing this in June 2026),2000211606,neural_net,Pat M.,5,33,5,0,330,"['ai', 'tech']",['neural_net'],[],combined_queries
1000000135844894203,2026-06-15 17:13:14.015741,Supervised learning vs unsupervised learning - which one is more promising for real-world business problems? #ML (Reviewing this in June 2026),2000496183,tech_guru,Alex M.,9,62,8,1,868,['ml'],['byte_sized'],[],combined_queries
1000000923307420307,2026-06-15 18:10:09.518332,Building a new SaaS using OpenAI APIs. The developer tools and documentation are top notch.,2000472479,code_ninja,Jordan K.,77,246,15,12,4428,[],[],['https://example.com/tech-news'],combined_queries
1000000800219517904,2026-06-15 18:16:46.858650,Data analyst vs Data scientist - the industry still struggles to define the difference clearly. #Career (Reviewing this in June 2026),2000521507,tech_guru,Alex K.,28,80,10,5,1120,['career'],[],[],combined_queries
1000000378195855535,2026-06-15 18:52:59.290317,Using AI to refactor code is a game changer. Saved me 3 hours of debugging today. #programming #ChatGPT (Reviewing this in June 2026),2000833827,tech_guru,Alex M.,1,11,0,0,154,"['programming', 'chatgpt']",['code_ninja'],[],combined_queries
1000000690780840600,2026-06-15 19:06:50.266698,Just published my first research paper on reinforcement learning! Huge milestone. #DeepLearning #Research (Reviewing this in June 2026),2000848169,algo_rider,Riley J.,2,8,1,0,48,"['deeplearning', 'research']",[],[],combined_queries
1000000632127521793,2026-06-15 19:46:50.232889,What is the best way to get started with machine learning in 2026? PyTorch or TensorFlow? #ML #DataScience (Reviewing this in June 2026),2000224257,algo_rider,Riley K.,1,9,0,0,63,"['ml', 'datascience']",[],[],combined_queries
1000000889460692474,2026-06-15 20:21:49.050066,Just built a customer churn prediction dashboard. The insights are already driving sales strategy. #DataAnalytics (Reviewing this in June 2026),2000341247,data_wizard,Taylor M.,8,54,10,1,972,['dataanalytics'],[],['https://example.com/tech-news'],combined_queries
1000000243353646396,2026-06-15 20:28:09.194411,Data analyst vs Data scientist - the industry still struggles to define the difference clearly. #Career,2000765909,algo_rider,Riley M.,11,39,7,1,702,['career'],[],[],combined_queries
1000000109453174408,2026-06-15 20:35:53.249026,Building a new SaaS using OpenAI APIs. The developer tools and documentation are top notch.,2000284242,code_ninja,Jordan J.,24,102,9,1,1326,[],[],[],combined_queries
1000000195498377930,2026-06-15 21:00:32.572991,Highly recommend the new machine learning specialization course. Extremely clear explanations of backprop!,2000126939,byte_sized,Casey S.,17,59,3,2,1121,[],[],[],combined_queries
1000000431353238268,2026-06-15 21:20:29.415519,Training a convolutional neural network (CNN) on my laptop and the fans are ready for takeoff 🚀 #DeepLearning,2000392035,algo_rider,Riley J.,11,42,5,0,756,['deeplearning'],[],[],combined_queries
1000000803309163293,2026-06-15 22:01:04.502859,Fascinated by transformers and self-attention mechanisms. The math behind deep learning is beautiful. #MachineLearning,2000385179,byte_sized,Casey J.,36,94,10,6,658,['machinelearning'],[],[],combined_queries
1000000209658841017,2026-06-15 22:36:44.324574,Using AI to refactor code is a game changer. Saved me 3 hours of debugging today. #programming #ChatGPT (Reviewing this in June 2026),2000576432,tech_guru,Alex J.,2,8,1,0,80,"['programming', 'chatgpt']",[],['https://example.com/tech-news'],combined_queries
1000000967154366477,2026-06-15 23:05:24.743162,Is anyone else worried about the rapid progress of OpenAI? GPT-5 is going to change everything. #ArtificialIntelligence (Reviewing this in June 2026),2000299443,cloud_walker,Robin K.,1,12,1,0,204,['artificialintelligence'],['stack_dev'],['https://example.com/tech-news'],combined_queries
1000000713632915315,2026-06-15 23:09:11.052351,Struggling with OpenAI API rate limits today. Everyone must be building something cool!,2000337349,neural_net,Pat M.,7,46,8,1,782,[],[],['https://example.com/tech-news'],combined_queries
1000000361964752651,2026-06-15 23:40:32.565916,Deploying deep learning models to edge devices is extremely challenging but super rewarding. #IoT #Tech (Reviewing this in June 2026),2000654417,data_wizard,Taylor K.,1,5,0,0,100,"['iot', 'tech']",[],[],combined_queries
1000000150457269307,2026-06-16 00:00:33.383292,What is the best way to get started with machine learning in 2026? PyTorch or TensorFlow? #ML #DataScience (Reviewing this in June 2026),2000834360,stack_dev,Jamie L.,2,17,2,0,323,"['ml', 'datascience']",['cyber_explorer'],['https://example.com/tech-news'],combined_queries
1000000542080434362,2026-06-16 01:25:11.717379,Struggling with OpenAI API rate limits today. Everyone must be building something cool! (Reviewing this in June 2026),2000286258,cloud_walker,Robin M.,3,11,1,0,99,[],[],[],combined_queries
1000000795955310368,2026-06-16 01:36:20.688142,What is the best way to get started with machine learning in 2026? PyTorch or TensorFlow? #ML #DataScience (Reviewing this in June 2026),2000371474,cloud_walker,Robin S.,2,6,0,0,108,"['ml', 'datascience']",['cyber_explorer'],[],combined_queries
1000000260534877460,2026-06-16 02:55:53.561894,"Seaborn makes beautiful static plots, but dynamic dashboards need Plotly or Streamlit. #Python #DataViz",2000499215,byte_sized,Casey J.,35,100,10,5,1100,"['python', 'dataviz']",['neural_net'],['https://example.com/tech-news'],combined_queries
1000000354882141395,2026-06-16 03:39:13.364814,AI is not a bubble; it is the infrastructure for the next century of software. #MachineLearning #OpenAI (Reviewing this in June 2026),2000545422,stack_dev,Jamie L.,0,3,0,0,54,"['machinelearning', 'openai']",['neural_net'],[],combined_queries
1000000303741454808,2026-06-16 03:39:31.092130,Supervised learning vs unsupervised learning - which one is more promising for real-world business problems? #ML (Reviewing this in June 2026),2000355304,data_wizard,Taylor L.,40,119,18,3,2380,['ml'],[],[],combined_queries
1000000838333766975,2026-06-16 04:19:00.586664,Training a convolutional neural network (CNN) on my laptop and the fans are ready for takeoff 🚀 #DeepLearning,2000686469,algo_rider,Riley S.,5,14,1,0,98,['deeplearning'],[],['https://example.com/tech-news'],combined_queries
1000000692755439056,2026-06-16 04:32:41.773625,Supervised learning vs unsupervised learning - which one is more promising for real-world business problems? #ML (Reviewing this in June 2026),2000727767,ai_pioneer,Morgan S.,1,5,0,0,80,['ml'],[],['https://example.com/tech-news'],combined_queries
1000000117213330225,2026-06-16 04:51:59.345931,Deploying deep learning models to edge devices is extremely challenging but super rewarding. #IoT #Tech (Reviewing this in June 2026),2000343094,stack_dev,Jamie M.,7,25,2,0,500,"['iot', 'tech']",[],[],combined_queries
1000000485302132825,2026-06-16 05:00:04.732688,Data analyst vs Data scientist - the industry still struggles to define the difference clearly. #Career (Reviewing this in June 2026),2000570303,tech_guru,Alex S.,4,11,1,0,154,['career'],['stack_dev'],[],combined_queries
1000000103430117537,2026-06-16 06:18:34.980627,Deploying deep learning models to edge devices is extremely challenging but super rewarding. #IoT #Tech,2000701148,neural_net,Pat L.,2,10,0,0,130,"['iot', 'tech']",[],[],combined_queries
1000000134859554267,2026-06-16 06:26:43.079979,AI is not a bubble; it is the infrastructure for the next century of software. #MachineLearning #OpenAI,2000698145,tech_guru,Alex K.,1,9,0,0,99,"['machinelearning', 'openai']",[],[],combined_queries
1000000499929603939,2026-06-16 07:06:04.176230,Data privacy regulations like GDPR make big data analytics much more complicated but necessary. (Reviewing this in June 2026),2000138494,algo_rider,Riley L.,1,14,1,0,280,[],['byte_sized'],['https://example.com/tech-news'],combined_queries
1000000618128126487,2026-06-16 07:54:17.619879,Data privacy regulations like GDPR make big data analytics much more complicated but necessary. (Reviewing this in June 2026),2000505107,cyber_explorer,Sam L.,3,16,3,0,288,[],[],[],combined_queries
1000000794367990464,2026-06-16 09:46:07.178960,Using pandas and numpy for data analysis is so intuitive. Python has won the data science war.,2000782308,byte_sized,Casey L.,8,27,3,0,513,[],[],[],combined_queries
1000000248066685524,2026-06-16 09:54:18.085915,AI is not a bubble; it is the infrastructure for the next century of software. #MachineLearning #OpenAI,2000992456,stack_dev,Jamie M.,5,16,1,0,128,"['machinelearning', 'openai']",[],['https://example.com/tech-news'],combined_queries
1000000223150770353,2026-06-16 10:47:53.568338,Building a new SaaS using OpenAI APIs. The developer tools and documentation are top notch. (Reviewing this in June 2026),2000853047,stack_dev,Jamie J.,12,73,10,2,1314,[],['cloud_walker'],[],combined_queries
1000000551971718737,2026-06-16 10:54:30.295881,Struggling with OpenAI API rate limits today. Everyone must be building something cool! (Reviewing this in June 2026),2000686220,stack_dev,Jamie L.,2,12,1,0,132,[],[],[],combined_queries
1000000905044726257,2026-06-16 11:15:47.602824,Deploying deep learning models to edge devices is extremely challenging but super rewarding. #IoT #Tech,2000732757,stack_dev,Jamie L.,0,5,0,0,60,"['iot', 'tech']",[],[],combined_queries
1000000364496204226,2026-06-16 11:42:56.811163,Supervised learning vs unsupervised learning - which one is more promising for real-world business problems? #ML,2000430862,stack_dev,Jamie S.,3,16,0,0,208,['ml'],[],[],combined_queries
1000000492337132249,2026-06-16 12:29:59.603890,Using AI to refactor code is a game changer. Saved me 3 hours of debugging today. #programming #ChatGPT,2000771054,algo_rider,Riley J.,1,5,0,0,30,"['programming', 'chatgpt']",[],[],combined_queries
1000000183336804460,2026-06-16 12:33:20.346343,OpenAI's new model update makes coding assistance so much smoother. Loving the speed! #OpenAI #developer (Reviewing this in June 2026),2000587498,tech_guru,Alex M.,17,46,4,2,230,"['openai', 'developer']",['cyber_explorer'],[],combined_queries
1000000474090554011,2026-06-16 13:03:13.265729,Fascinated by transformers and self-attention mechanisms. The math behind deep learning is beautiful. #MachineLearning,2000365708,ai_pioneer,Morgan L.,13,61,9,1,1037,['machinelearning'],[],[],combined_queries
1000000688509427906,2026-06-16 13:57:58.338234,"Bias in machine learning datasets is a major issue. Garbarge in, garbage out. #EthicsInAI #DataScience (Reviewing this in June 2026)",2000302171,neural_net,Pat S.,41,150,22,2,750,"['ethicsinai', 'datascience']",['tech_guru'],['https://example.com/tech-news'],combined_queries
1000000822442734784,2026-06-16 14:32:47.096226,"Can AI truly replace creative writers? Some ChatGPT outputs feel quite generic, but others are brilliant. #AI #Creativity",2000762788,tech_guru,Alex K.,2,8,0,0,80,"['ai', 'creativity']",[],[],combined_queries
1000000362889131476,2026-06-16 15:12:29.280040,Training a convolutional neural network (CNN) on my laptop and the fans are ready for takeoff 🚀 #DeepLearning (Reviewing this in June 2026),2000284964,neural_net,Pat S.,0,2,0,0,16,['deeplearning'],['stack_dev'],[],combined_queries
1000000430240923190,2026-06-16 15:22:15.276521,Loving Plotly for interactive dashboard visualizations. It makes data storytelling so much better. #DataAnalytics,2000306198,stack_dev,Jamie S.,8,45,5,1,540,['dataanalytics'],[],[],combined_queries
1000000784997838949,2026-06-16 16:06:01.836966,Just published my first research paper on reinforcement learning! Huge milestone. #DeepLearning #Research (Reviewing this in June 2026),2000446930,cloud_walker,Robin M.,2,8,1,0,104,"['deeplearning', 'research']",[],[],combined_queries
1000000685714302941,2026-06-16 16:43:37.905176,Just published my first research paper on reinforcement learning! Huge milestone. #DeepLearning #Research,2000147664,algo_rider,Riley L.,2,14,1,0,112,"['deeplearning', 'research']",[],[],combined_queries
1000000627745564654,2026-06-16 17:29:26.081314,OpenAI's new model update makes coding assistance so much smoother. Loving the speed! #OpenAI #developer (Reviewing this in June 2026),2000442307,data_wizard,Taylor M.,16,42,8,2,462,"['openai', 'developer']",[],[],combined_queries
1000000540146485867,2026-06-16 17:43:41.649532,Data analyst vs Data scientist - the industry still struggles to define the difference clearly. #Career,2000317709,code_ninja,Jordan M.,7,20,1,0,200,['career'],[],[],combined_queries
1000000642418652315,2026-06-16 18:16:36.099679,Training a convolutional neural network (CNN) on my laptop and the fans are ready for takeoff 🚀 #DeepLearning (Reviewing this in June 2026),2000990233,stack_dev,Jamie K.,0,4,0,0,72,['deeplearning'],['stack_dev'],['https://example.com/tech-news'],combined_queries
1000000730881753432,2026-06-16 18:38:31.651999,Deep learning models are achieving incredible accuracy in medical image segmentation. Huge win for healthcare! #ML (Reviewing this in June 2026),2000854597,stack_dev,Jamie L.,12,35,4,1,280,['ml'],[],[],combined_queries
1000000367970799187,2026-06-16 18:50:14.348585,Just published my first research paper on reinforcement learning! Huge milestone. #DeepLearning #Research (Reviewing this in June 2026),2000234666,ai_pioneer,Morgan K.,1,6,0,0,90,"['deeplearning', 'research']",[],[],combined_queries
